Body,TimeStep,X,Y,Z
4,30,2.2794e+11,746387,0
4,31,2.2794e+11,770464,0
4,32,2.2794e+11,794541,0
4,33,2.2794e+11,818618,0
4,34,2.2794e+11,842695,0
4,35,2.2794e+11,866772,0
4,36,2.2794e+11,890849,0
4,37,2.2794e+11,914926,0
4,38,2.2794e+11,939003,0
4,39,2.2794e+11,963080,0
4,40,2.2794e+11,987157,0
4,41,2.2794e+11,1.01123e+06,0
4,42,2.2794e+11,1.03531e+06,0
4,43,2.2794e+11,1.05939e+06,0
4,44,2.2794e+11,1.08346e+06,0
4,45,2.2794e+11,1.10754e+06,0
4,46,2.2794e+11,1.13162e+06,0
4,47,2.2794e+11,1.1557e+06,0
4,48,2.2794e+11,1.17977e+06,0
4,49,2.2794e+11,1.20385e+06,0
4,50,2.2794e+11,1.22793e+06,0
4,51,2.2794e+11,1.252e+06,0
4,52,2.2794e+11,1.27608e+06,0
4,53,2.2794e+11,1.30016e+06,0
4,54,2.2794e+11,1.32424e+06,0
4,55,2.2794e+11,1.34831e+06,0
4,56,2.2794e+11,1.37239e+06,0
4,57,2.2794e+11,1.39647e+06,0
4,58,2.2794e+11,1.42054e+06,0
4,59,2.2794e+11,1.44462e+06,0
4,60,2.2794e+11,1.4687e+06,0
4,61,2.2794e+11,1.49277e+06,0
4,62,2.2794e+11,1.51685e+06,0
4,63,2.2794e+11,1.54093e+06,0
4,64,2.2794e+11,1.565e+06,0
4,65,2.2794e+11,1.58908e+06,0
4,66,2.2794e+11,1.61316e+06,0
4,67,2.2794e+11,1.63724e+06,0
4,68,2.2794e+11,1.66131e+06,0
4,69,2.2794e+11,1.68539e+06,0
4,70,2.2794e+11,1.70947e+06,0
4,71,2.2794e+11,1.73354e+06,0
4,72,2.2794e+11,1.75762e+06,0
4,73,2.2794e+11,1.7817e+06,0
4,74,2.2794e+11,1.80577e+06,0
4,75,2.2794e+11,1.82985e+06,0
4,76,2.2794e+11,1.85393e+06,0
4,77,2.2794e+11,1.87801e+06,0
4,78,2.2794e+11,1.90208e+06,0
4,79,2.2794e+11,1.92616e+06,0
4,80,2.2794e+11,1.95024e+06,0
4,81,2.2794e+11,1.97431e+06,0
4,82,2.2794e+11,1.99839e+06,0
4,83,2.2794e+11,2.02247e+06,0
4,84,2.2794e+11,2.04654e+06,0
4,85,2.2794e+11,2.07062e+06,0
4,86,2.2794e+11,2.0947e+06,0
4,87,2.2794e+11,2.11878e+06,0
4,88,2.2794e+11,2.14285e+06,0
4,89,2.2794e+11,2.16693e+06,0
4,90,2.2794e+11,2.19101e+06,0
4,91,2.2794e+11,2.21508e+06,0
4,92,2.2794e+11,2.23916e+06,0
4,93,2.2794e+11,2.26324e+06,0
4,94,2.2794e+11,2.28732e+06,0
4,95,2.2794e+11,2.31139e+06,0
4,96,2.2794e+11,2.33547e+06,0
4,97,2.2794e+11,2.35955e+06,0
4,98,2.2794e+11,2.38362e+06,0
4,99,2.2794e+11,2.4077e+06,0
5,0,7.7857e+11,4.78435e+06,0
5,1,7.7857e+11,26144,0
5,2,7.7857e+11,39216,0
5,3,7.7857e+11,52288,0
5,4,7.7857e+11,65360,0
5,5,7.7857e+11,78432,0
5,6,7.7857e+11,91504,0
5,7,7.7857e+11,104576,0
5,8,7.7857e+11,117648,0
5,9,7.7857e+11,130720,0
5,10,7.7857e+11,143792,0
5,11,7.7857e+11,156864,0
5,12,7.7857e+11,169936,0
5,13,7.7857e+11,183008,0
5,14,7.7857e+11,196080,0
5,15,7.7857e+11,209152,0
5,16,7.7857e+11,222224,0
5,17,7.7857e+11,235296,0
5,18,7.7857e+11,248368,0
5,19,7.7857e+11,261440,0
5,20,7.7857e+11,274512,0
5,21,7.7857e+11,287584,0
5,22,7.7857e+11,300656,0
5,23,7.7857e+11,313728,0
5,24,7.7857e+11,326800,0
5,25,7.7857e+11,339872,0
5,26,7.7857e+11,352944,0
5,27,7.7857e+11,366016,0
5,28,7.7857e+11,379088,0
5,29,7.7857e+11,392160,0
5,30,7.7857e+11,405232,0
5,31,7.7857e+11,418304,0
5,32,7.7857e+11,431376,0
5,33,7.7857e+11,444448,0
5,34,7.7857e+11,457520,0
5,35,7.7857e+11,470592,0
5,36,7.7857e+11,483664,0
5,37,7.7857e+11,496736,0
5,38,7.7857e+11,509808,0
5,39,7.7857e+11,522880,0
5,40,7.7857e+11,535952,0
5,41,7.7857e+11,549024,0
5,42,7.7857e+11,562096,0
5,43,7.7857e+11,575168,0
5,44,7.7857e+11,588240,0
5,45,7.7857e+11,601312,0
5,46,7.7857e+11,614384,0
5,47,7.7857e+11,627456,0
5,48,7.7857e+11,640528,0
5,49,7.7857e+11,653600,0
5,50,7.7857e+11,666672,0
5,51,7.7857e+11,679744,0
5,52,7.7857e+11,692816,0
5,53,7.7857e+11,705888,0
5,54,7.7857e+11,718960,0
5,55,7.7857e+11,732032,0
5,56,7.7857e+11,745104,0
5,57,7.7857e+11,758176,0
5,58,7.7857e+11,771248,0
5,59,7.7857e+11,784320,0
5,60,7.7857e+11,797392,0
5,61,7.7857e+11,810464,0
5,62,7.7857e+11,823536,0
5,63,7.7857e+11,836608,0
5,64,7.7857e+11,849680,0
5,65,7.7857e+11,862752,0
5,66,7.7857e+11,875824,0
5,67,7.7857e+11,888896,0
5,68,7.7857e+11,901968,0
5,69,7.7857e+11,915040,0
5,70,7.7857e+11,928112,0
5,71,7.7857e+11,941184,0
5,72,7.7857e+11,954256,0
5,73,7.7857e+11,967328,0
5,74,7.7857e+11,980400,0
5,75,7.7857e+11,993472,0
5,76,7.7857e+11,1.00654e+06,0
5,77,7.7857e+11,1.01962e+06,0
5,78,7.7857e+11,1.03269e+06,0
5,79,7.7857e+11,1.04576e+06,0
5,80,7.7857e+11,1.05883e+06,0
5,81,7.7857e+11,1.0719e+06,0
5,82,7.7857e+11,1.08498e+06,0
5,83,7.7857e+11,1.09805e+06,0
5,84,7.7857e+11,1.11112e+06,0
5,85,7.7857e+11,1.12419e+06,0
5,86,7.7857e+11,1.13726e+06,0
5,87,7.7857e+11,1.15034e+06,0
5,88,7.7857e+11,1.16341e+06,0
5,89,7.7857e+11,1.17648e+06,0
5,90,7.7857e+11,1.18955e+06,0
5,91,7.7857e+11,1.20262e+06,0
5,92,7.7857e+11,1.2157e+06,0
5,93,7.7857e+11,1.22877e+06,0
5,94,7.7857e+11,1.24184e+06,0
5,95,7.7857e+11,1.25491e+06,0
5,96,7.7857e+11,1.26798e+06,0
5,97,7.7857e+11,1.28106e+06,0
5,98,7.7857e+11,1.29413e+06,0
5,99,7.7857e+11,1.3072e+06,0
6,0,1.4335e+12,3.53292e+06,0
6,1,1.4335e+12,19305.6,0
6,2,1.4335e+12,28958.4,0
6,3,1.4335e+12,38611.2,0
6,4,1.4335e+12,48264,0
6,5,1.4335e+12,57916.8,0
6,6,1.4335e+12,67569.6,0
6,7,1.4335e+12,77222.4,0
6,8,1.4335e+12,86875.2,0
6,9,1.4335e+12,96528,0
6,10,1.4335e+12,106181,0
6,11,1.4335e+12,115834,0
6,12,1.4335e+12,125486,0
6,13,1.4335e+12,135139,0
6,14,1.4335e+12,144792,0
6,15,1.4335e+12,154445,0
6,16,1.4335e+12,164098,0
6,17,1.4335e+12,173750,0
6,18,1.4335e+12,183403,0
6,19,1.4335e+12,193056,0
6,20,1.4335e+12,202709,0
6,21,1.4335e+12,212362,0
6,22,1.4335e+12,222014,0
6,23,1.4335e+12,231667,0
6,24,1.4335e+12,241320,0
6,25,1.4335e+12,250973,0
6,26,1.4335e+12,260626,0
6,27,1.4335e+12,270278,0
6,28,1.4335e+12,279931,0
6,29,1.4335e+12,289584,0
6,30,1.4335e+12,299237,0
6,31,1.4335e+12,308890,0
6,32,1.4335e+12,318542,0
6,33,1.4335e+12,328195,0
6,34,1.4335e+12,337848,0
6,35,1.4335e+12,347501,0
6,36,1.4335e+12,357154,0
6,37,1.4335e+12,366806,0
6,38,1.4335e+12,376459,0
6,39,1.4335e+12,386112,0
6,40,1.4335e+12,395765,0
6,41,1.4335e+12,405418,0
6,42,1.4335e+12,415070,0
6,43,1.4335e+12,424723,0
6,44,1.4335e+12,434376,0
6,45,1.4335e+12,444029,0
6,46,1.4335e+12,453682,0
6,47,1.4335e+12,463334,0
6,48,1.4335e+12,472987,0
6,49,1.4335e+12,482640,0
6,50,1.4335e+12,492293,0
6,51,1.4335e+12,501946,0
6,52,1.4335e+12,511598,0
6,53,1.4335e+12,521251,0
6,54,1.4335e+12,530904,0
6,55,1.4335e+12,540557,0
6,56,1.4335e+12,550210,0
6,57,1.4335e+12,559862,0
6,58,1.4335e+12,569515,0
6,59,1.4335e+12,579168,0
6,60,1.4335e+12,588821,0
6,61,1.4335e+12,598474,0
6,62,1.4335e+12,608126,0
6,63,1.4335e+12,617779,0
6,64,1.4335e+12,627432,0
6,65,1.4335e+12,637085,0
6,66,1.4335e+12,646738,0
6,67,1.4335e+12,656390,0
6,68,1.4335e+12,666043,0
6,69,1.4335e+12,675696,0
6,70,1.4335e+12,685349,0
6,71,1.4335e+12,695002,0
6,72,1.4335e+12,704654,0
6,73,1.4335e+12,714307,0
6,74,1.4335e+12,723960,0
6,75,1.4335e+12,733613,0
6,76,1.4335e+12,743266,0
6,77,1.4335e+12,752918,0
6,78,1.4335e+12,762571,0
6,79,1.4335e+12,772224,0
6,80,1.4335e+12,781877,0
6,81,1.4335e+12,791530,0
6,82,1.4335e+12,801182,0
6,83,1.4335e+12,810835,0
6,84,1.4335e+12,820488,0
6,85,1.4335e+12,830141,0
6,86,1.4335e+12,839794,0
6,87,1.4335e+12,849446,0
6,88,1.4335e+12,859099,0
6,89,1.4335e+12,868752,0
6,90,1.4335e+12,878405,0
6,91,1.4335e+12,888058,0
6,92,1.4335e+12,897710,0
6,93,1.4335e+12,907363,0
6,94,1.4335e+12,917016,0
6,95,1.4335e+12,926669,0
6,96,1.4335e+12,936322,0
6,97,1.4335e+12,945974,0
6,98,1.4335e+12,955627,0
6,99,1.4335e+12,965280,0
7,0,2.8725e+12,2.50168e+06,0
7,1,2.8725e+12,13670.4,0
7,2,2.8725e+12,20505.6,0
7,3,2.8725e+12,27340.8,0
7,4,2.8725e+12,34176,0
7,5,2.8725e+12,41011.2,0
7,6,2.8725e+12,47846.4,0
7,7,2.8725e+12,54681.6,0
7,8,2.8725e+12,61516.8,0
7,9,2.8725e+12,68352,0
7,10,2.8725e+12,75187.2,0
7,11,2.8725e+12,82022.4,0
7,12,2.8725e+12,88857.6,0
7,13,2.8725e+12,95692.8,0
7,14,2.8725e+12,102528,0
7,15,2.8725e+12,109363,0
7,16,2.8725e+12,116198,0
7,17,2.8725e+12,123034,0
7,18,2.8725e+12,129869,0
7,19,2.8725e+12,136704,0
7,20,2.8725e+12,143539,0
7,21,2.8725e+12,150374,0
7,22,2.8725e+12,157210,0
7,23,2.8725e+12,164045,0
7,24,2.8725e+12,170880,0
7,25,2.8725e+12,177715,0
7,26,2.8725e+12,184550,0
7,27,2.8725e+12,191386,0
7,28,2.8725e+12,198221,0
7,29,2.8725e+12,205056,0
7,30,2.8725e+12,211891,0
7,31,2.8725e+12,218726,0
7,32,2.8725e+12,225562,0
7,33,2.8725e+12,232397,0
7,34,2.8725e+12,239232,0
7,35,2.8725e+12,246067,0
7,36,2.8725e+12,252902,0
7,37,2.8725e+12,259738,0
7,38,2.8725e+12,266573,0
7,39,2.8725e+12,273408,0
7,40,2.8725e+12,280243,0
7,41,2.8725e+12,287078,0
7,42,2.8725e+12,293914,0
7,43,2.8725e+12,300749,0
7,44,2.8725e+12,307584,0
7,45,2.8725e+12,314419,0
7,46,2.8725e+12,321254,0
7,47,2.8725e+12,328090,0
7,48,2.8725e+12,334925,0
7,49,2.8725e+12,341760,0
7,50,2.8725e+12,348595,0
7,51,2.8725e+12,355430,0
7,52,2.8725e+12,362266,0
7,53,2.8725e+12,369101,0
7,54,2.8725e+12,375936,0
7,55,2.8725e+12,382771,0
7,56,2.8725e+12,389606,0
7,57,2.8725e+12,396442,0
7,58,2.8725e+12,403277,0
7,59,2.8725e+12,410112,0
7,60,2.8725e+12,416947,0
7,61,2.8725e+12,423782,0
7,62,2.8725e+12,430618,0
7,63,2.8725e+12,437453,0
7,64,2.8725e+12,444288,0
7,65,2.8725e+12,451123,0
7,66,2.8725e+12,457958,0
7,67,2.8725e+12,464794,0
7,68,2.8725e+12,471629,0
7,69,2.8725e+12,478464,0
7,70,2.8725e+12,485299,0
7,71,2.8725e+12,492134,0
7,72,2.8725e+12,498970,0
7,73,2.8725e+12,505805,0
7,74,2.8725e+12,512640,0
7,75,2.8725e+12,519475,0
7,76,2.8725e+12,526310,0
7,77,2.8725e+12,533146,0
7,78,2.8725e+12,539981,0
7,79,2.8725e+12,546816,0
7,80,2.8725e+12,553651,0
7,81,2.8725e+12,560486,0
7,82,2.8725e+12,567322,0
7,83,2.8725e+12,574157,0
7,84,2.8725e+12,580992,0
7,85,2.8725e+12,587827,0
7,86,2.8725e+12,594662,0
7,87,2.8725e+12,601498,0
7,88,2.8725e+12,608333,0
7,89,2.8725e+12,615168,0
7,90,2.8725e+12,622003,0
7,91,2.8725e+12,628838,0
7,92,2.8725e+12,635674,0
7,93,2.8725e+12,642509,0
7,94,2.8725e+12,649344,0
7,95,2.8725e+12,656179,0
7,96,2.8725e+12,663014,0
7,97,2.8725e+12,669850,0
7,98,2.8725e+12,676685,0
7,99,2.8725e+12,683520,0
8,0,4.4951e+12,2.00487e+06,0
8,1,4.4951e+12,10955.6,0
8,2,4.4951e+12,16433.4,0
8,3,4.4951e+12,21911.2,0
8,4,4.4951e+12,27389,0
8,5,4.4951e+12,32866.8,0
8,6,4.4951e+12,38344.6,0
8,7,4.4951e+12,43822.4,0
8,8,4.4951e+12,49300.2,0
8,9,4.4951e+12,54778,0
8,10,4.4951e+12,60255.8,0
8,11,4.4951e+12,65733.6,0
8,12,4.4951e+12,71211.4,0
8,13,4.4951e+12,76689.2,0
8,14,4.4951e+12,82167,0
8,15,4.4951e+12,87644.8,0
8,16,4.4951e+12,93122.6,0
8,17,4.4951e+12,98600.4,0
8,18,4.4951e+12,104078,0
8,19,4.4951e+12,109556,0
8,20,4.4951e+12,115034,0
8,21,4.4951e+12,120512,0
8,22,4.4951e+12,125989,0
8,23,4.4951e+12,131467,0
8,24,4.4951e+12,136945,0
8,25,4.4951e+12,142423,0
8,26,4.4951e+12,147901,0
8,27,4.4951e+12,153378,0
8,28,4.4951e+12,158856,0
8,29,4.4951e+12,164334,0
8,30,4.4951e+12,169812,0
8,31,4.4951e+12,175290,0
8,32,4.4951e+12,180767,0
8,33,4.4951e+12,186245,0
8,34,4.4951e+12,191723,0
8,35,4.4951e+12,197201,0
8,36,4.4951e+12,202679,0
8,37,4.4951e+12,208156,0
8,38,4.4951e+12,213634,0
8,39,4.4951e+12,219112,0
8,40,4.4951e+12,224590,0
8,41,4.4951e+12,230068,0
8,42,4.4951e+12,235545,0
8,43,4.4951e+12,241023,0
8,44,4.4951e+12,246501,0
8,45,4.4951e+12,251979,0
8,46,4.4951e+12,257457,0
8,47,4.4951e+12,262934,0
8,48,4.4951e+12,268412,0
8,49,4.4951e+12,273890,0
8,50,4.4951e+12,279368,0
8,51,4.4951e+12,284846,0
8,52,4.4951e+12,290323,0
8,53,4.4951e+12,295801,0
8,54,4.4951e+12,301279,0
8,55,4.4951e+12,306757,0
8,56,4.4951e+12,312235,0
8,57,4.4951e+12,317712,0
8,58,4.4951e+12,323190,0
8,59,4.4951e+12,328668,0
8,60,4.4951e+12,334146,0
8,61,4.4951e+12,339624,0
8,62,4.4951e+12,345101,0
8,63,4.4951e+12,350579,0
8,64,4.4951e+12,356057,0
8,65,4.4951e+12,361535,0
8,66,4.4951e+12,367013,0
8,67,4.4951e+12,372490,0
8,68,4.4951e+12,377968,0
8,69,4.4951e+12,383446,0
8,70,4.4951e+12,388924,0
8,71,4.4951e+12,394402,0
8,72,4.4951e+12,399879,0
8,73,4.4951e+12,405357,0
8,74,4.4951e+12,410835,0
8,75,4.4951e+12,416313,0
8,76,4.4951e+12,421791,0
8,77,4.4951e+12,427268,0
8,78,4.4951e+12,432746,0
8,79,4.4951e+12,438224,0
8,80,4.4951e+12,443702,0
8,81,4.4951e+12,449180,0
8,82,4.4951e+12,454657,0
8,83,4.4951e+12,460135,0
8,84,4.4951e+12,465613,0
8,85,4.4951e+12,471091,0
8,86,4.4951e+12,476569,0
8,87,4.4951e+12,482046,0
8,88,4.4951e+12,487524,0
8,89,4.4951e+12,493002,0
8,90,4.4951e+12,498480,0
8,91,4.4951e+12,503958,0
8,92,4.4951e+12,509435,0
8,93,4.4951e+12,514913,0
8,94,4.4951e+12,520391,0
8,95,4.4951e+12,525869,0
8,96,4.4951e+12,531347,0
8,97,4.4951e+12,536824,0
8,98,4.4951e+12,542302,0
8,99,4.4951e+12,547780,0
